组	旧事实	新事实	载体	原文
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/23-journal的角色与格式.md:75	**射程**：管每次 fsync 写什么、轴二能不能重开；目标负载归 D25（目标负载优先级）。定案只压在「两根轴不正交」这一条结构性依据上，与收益多少无关；定案当时给出的三条依据都降了级、不承重：「乙毁掉记录核对器的逐字节比对」暂不承重，「乙买不到『用错了变成挂不上』」射程用错撤下，「乙的收益形状」只剩奖金上界。乙的收益只在单流同步写上存在，而那恰是数据库与虚拟机镜像（D10（随机写 / 碎片化的真答案） 记为 COW 文件系统的共同软肋）⇒ 只能说「乙的奖金有界」，不能说「乙的收益不值一提」。轴一的写放大前提在里程碑「第二个事务」增补 1 的三方第一轮被打中，按三轮规矩挂起、正文不动（`research/prompts/m2-s1-r1-main-verification.md`）。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/25-目标负载优先级.md:23	| 负载 | 叶/fsync | 脊柱 | 每次 fsync 的写放大 | 权重 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/25-目标负载优先级.md:37	- E16（journal 的角色：WAL vs 意图日志）：四条负载在同一套模型里逐格验过、零拟合，`seq` 那一档的叶数、脊柱条数与写放大都是量出来的；表里四行的数全部出自那一页。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/25-目标负载优先级.md:104	| 写放大（块 / 用户块，批 1） | 1.75 | 7.00 | 4× | E16（journal 的角色：WAL vs 意图日志） |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/decisions/27-小数据打包容器.md:190	「搬出去」与已定项 1 是同一机制的两次应用；另一种自洽形态「容器整体 COW」最坏 58 倍写放大，不取。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:24	| E4（范围重建 vs 逐项修改的交叉点） | 部分已跑 | 写放大那一半已答；耗时那一半欠 QEMU 与两条实现 | [04-范围重建vs逐项修改的交叉点.md](experiments/04-范围重建vs逐项修改的交叉点.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:50	| E30（交叉点的写放大那一半） | 已跑（08-29） | 写放大口径下交叉点的自变量是布局与节点大小，不是介质 | [30-交叉点的写放大那一半.md](experiments/30-交叉点的写放大那一半.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:84	| E65（校验和粒度的写侧代价） | 已跑（08-31，N=5） | RMW 下 32 KiB 比 16 KiB 贵 15.76%（`full` 25.92%、`rmwsync` 8.16%）；字节写放大恒 8 倍 | [65-校验和粒度的写侧代价.md](experiments/65-校验和粒度的写侧代价.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:92	| E73（节点 key 区间的扇出代价） | 已跑（2026-09-01） | 扇出最多掉 1 格（0.33%）、树高与写放大都没动 ⇒ 16 KiB 不用重开 | [73-节点key区间的扇出代价.md](experiments/73-节点key区间的扇出代价.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:127	| E107（条带表对主负载的写放大） | 已跑（2026-09-06） | 同尺（含 parity）比：甲臂第一次比丙臂便宜恰在 8 叶，正是 D25（目标负载优先级） 主负载那一点，且只便宜 4.97%；6/7 叶逐字节相等；条带表那份固定 163 840 字节与叶数无关；容器将满时比值从 0.950 翻到 1.050；durable 语义下三段写序 1.625×，ack 语义下差在噪声内 | [107-条带表对主负载的写放大.md](experiments/107-条带表对主负载的写放大.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments.md:130	| E110（条带表在连续发布下的期望写放大） | 已跑（2026-09-06） | `f` 交给负载演化之后主负载累计比值稳在 0.9531，容器将满那个端点只占 2.74% 的发布 ⇒ E107（条带表对主负载的写放大） 那把刀刃在期望上倒向甲臂、只倒 4.7%；混合负载按字节 0.7816 但按轮数甲只在 65.8% 的发布上更省 | [110-条带表在连续发布下的期望写放大.md](experiments/110-条带表在连续发布下的期望写放大.md) |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/04-范围重建vs逐项修改的交叉点.md:1	## E4 范围重建 vs 逐项修改的交叉点 —— 部分已跑（写放大那一半由 E30（交叉点的写放大那一半）还清；耗时那一半仍欠 QEMU 与两条实现）
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/04-范围重建vs逐项修改的交叉点.md:3	**产物**：写放大那一半的原始输出在 `e30-range-rebuild-2026-08-29.out`，
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/04-范围重建vs逐项修改的交叉点.md:4	复跑 `cargo run --release --bin e30_range_rebuild`（正文在 E30（交叉点的写放大那一半））。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/04-范围重建vs逐项修改的交叉点.md:14	**测什么**：完成同一操作的耗时与写放大，两条实现各跑一遍。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/04-范围重建vs逐项修改的交叉点.md:30	| D8（核心索引结构） 已定项 5 | 备料 | 2026-09-20 不受影响：D8（核心索引结构） 已定项 5 逐字写「机械盘约 1%、SSD 约 10%」是推理不是实测、要靠 E4（范围重建 vs 逐项修改的交叉点） 量，而耗时那一半欠 QEMU 与两条实现、一次没跑；写放大那一半由 E30（交叉点的写放大那一半） 还清 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/07-离线索引harness.md:18	| Bε-tree + size-tiering + 过滤器（SplinterDB 形态） | 相对纯 Bε-tree 的写放大与点查差异 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/07-离线索引harness.md:21	**测什么**：写放大、读放大、点查延迟分布、range scan 带宽、空间放大、CPU 占用。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/07-离线索引harness.md:319	**这一条要作为自变量量出来**：同一条臂在两种条目形态下的写放大与合并代价各是多少。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/08-大文件与小文件是否该走不同写路径.md:7	省 2.9–94.6 倍写放大；**4 KiB 及以上四条臂逐格相同（1.00）**，一档收益都没有。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/08-大文件与小文件是否该走不同写路径.md:34	⇒ **写放大与读次数在这一档上方向相反**，只看写放大会选错。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/08-大文件与小文件是否该走不同写路径.md:45	**为什么不放进虚机**：写放大与每文件元数据字节数是格式上的算术，
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/102-单元类登记表与打包记录单元.md:71	不答打包单元在一个快照代际内被多次发布时写几次（那是 E83（墓碑的粒度） 写放大口径的事）。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/103-inode打包路的更新代价.md:62	更新均匀散开是选定的场景点，真实负载的局部性只用聚簇格给一个上界；打包侧的容器每次发布重写一次那笔账（C105（打包容器按发布频率重写的写放大））
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/106-条带成员表的载体.md:129	修复的写放大（E80（条带的部分释放） 量过那一格）；**加密开启后臂甲的记录读不读得到**——
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/107-条带表对主负载的写放大.md:1	## E107 条带表对主负载的写放大 —— 已跑（2026-09-06）：**`w ≥ 3` + 条带成员表与 `w` 恒 2 全镜像，在 D25（目标负载优先级） 主负载上每次发布的写字节交叉点恰好落在主负载那一点（8 叶）；容器满不满就能让结论翻向**
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/107-条带表对主负载的写放大.md:5	E106（条带成员表的载体） 明确不答这两项——它量的是**稳态空间 ppm**，不是**单次发布**的写放大。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/107-条带表对主负载的写放大.md:24	⚠️ 空间效率那一维**不进判据**（`.claude/rules/fs-design.md`「比谁省不构成任何判据」），写放大这一维进。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/107-条带表对主负载的写放大.md:131	| D25（目标负载优先级） | 不影响 | 2026-09-20 不受影响：E107（条带表对主负载的写放大） 只拿主负载（8 叶 / 1 脊柱）当取样点，没判 D25（目标负载优先级） 的任何条款 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/108-明文层的代价交叉点.md:24	2. 映射表每次发布多写的字节按「触碰几个容器 + 容器索引树路径」算，与 E107（条带表对主负载的写放大） 同一套算法。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/108-明文层的代价交叉点.md:46	2. **两侧的代价落在不同路径上**：逻辑键那 163 840 字节是**每次发布**的热路径写放大，
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:25	+ journal 4096 + 根槽 512），**与 E107（条带表对主负载的写放大） 逐字节同尺**，便于两个实验对照。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/109-位置权威三臂的运行时代价.md:126	| D25（目标负载优先级） 已定项 1 | 不影响 | 2026-09-20 不受影响：只作输入——一次发布的形态（N 个数据叶 + 一条共享脊柱 4 个索引节点 + journal 4096 + 根槽 512）取自它的主负载，与 E107（条带表对主负载的写放大） 逐字节同尺 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/11-双轨收益与翻转代价自己量.md:11	**测什么**：每样单独关掉时的写路径耗时、写放大、每对象元数据字节数、
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:1	## E110 条带表在连续发布下的期望写放大 —— 已跑（2026-09-06，10 单测 / 13 条变异全抓）：**E107（条带表对主负载的写放大） 那把刀刃解掉了——`f` 交给负载自己演化之后，主负载的累计比值稳在 0.953，容器将满那个端点只占 2.74% 的发布**
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:3	**它答的是** E107（条带表对主负载的写放大） 自陈答不了的那一格：
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:5	而 E107（条带表对主负载的写放大） 实测主负载 8 叶那一点上 `f = 0` 时甲臂便宜 5.0%、`f = 582` 时甲臂贵 5.0%
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:7	E110（条带表在连续发布下的期望写放大） 让 `f` 由连续发布自己演化，报**累计比值**而不是端点比值。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:9	### 两条臂（与 E107（条带表对主负载的写放大） 逐字同尺）
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:16	1. **单次发布的算术与 E107（条带表对主负载的写放大） 逐字节相同**——
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:50	交叉校验（三个端点与 E107（条带表对主负载的写放大） 逐字节相同）pass；
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:71	- 不答挂钟、不答延迟（那一半在 E107（条带表对主负载的写放大） 的乙臂）。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:80	| D2（RAID 条带策略） 已定项 12 | 支撑 | 2026-09-20 不受影响：容器已占槽位数交给负载自己演化之后主负载累计比值稳在 0.953、容器将满那个端点只占很小一部分发布，把 E107（条带表对主负载的写放大） 那条刀刃解掉 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/110-条带表在连续发布下的期望写放大.md:81	| D25（目标负载优先级） | 不影响 | 2026-09-20 不受影响：E110（条带表在连续发布下的期望写放大） 只拿主负载当两条负载之一，没判 D25（目标负载优先级） 的任何条款 |
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/111-条带表的key与它的几何.md:91	E107（条带表对主负载的写放大） 的射程，E111（条带表的 key 与它的几何） 只算稳态几何。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/118-单盘自恢复的三条臂.md:89	不答「元数据占比在本工程是多少」——当参数扫。不答 ditto 的写放大与分配器怎么保证「隔 1/8 盘」。
F3	增补 1 第 4 件（写放大）只判了第一轮三方（m2-s1-r1），三条岔路未定，E155 在跑第二次	增补 1 第 4 件两轮三方均已判完（m2-s1-r1、m2-s1-r2），结论三条岔路收成「甲（不改）」、决策正文不动，其中第一轮打中的一处被翻掉（施加单位那一格自己改不掉只对 W2 成立），三格已交用户定，E155 跑到第四次跑第一段	.claude/kb/experiments/151-用户数据落点的到达序与容器臂.md:11	4. **打包巡回预算（第三次跑，用户定向扫 C317（判决只在一个几何取样点上量过没有检查） 那一例）**：container_k16、M = 9，预算 64 / 256 / 1024 三点——runs 单调下降（uniform 6771 / 5864 / 5420，runs8 3779 / 3018 / 2835，即乙的 0.83 → 0.66、0.51 → 0.38），写放大 1.059 → 1.116、1.071 → 1.115；吃光后全空段峰值不动（uniform 3 / 4 / 4，runs8 4 / 4 / 4），期末全空段三点都是 0。跑前写死的 S1 把「峰值翻倍」与「runs 单调不增」写成合取，结果两半相反 ⇒ `verdict_sensitive_to_pack_sweep=false` 只说明合取不成立：**容器臂压 runs 的倍数对巡回预算敏感（C317（判决只在一个几何取样点上量过没有检查） 那一例的这一半坐实），全空段那一半不敏感**——反推腿副本上预算 ≥ 256 时「峰值超过初值」是初始 32 段吃光之前的瞬态，吃光之后再没出现过。
