组	旧事实	新事实	载体	原文
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/155-每次持久化的写量三种fsync形态与反事实上界.md:63	- Q6.4（比值随 P/N 轴的规则 R 标签）、Q6.6（K9′ 比 K9 多写多少，按格逐个报）、Q6.7（刷写/FUA，逐格报）——产物里每格都有数，但这次没有逐条把标签或增量摘抄进实验页正文，只报了 P=1 那一格与 Q6.5 的轨迹；完整读数以第二段那份累计产物为准（第一段的 `-stage1.out` 从没入库，它的全部产物行都在 `e155-second-run-fsync-write-volume-2026-09-19-stage2.out` 里；那一份 2026-09-21 随门禁 91 号归档，用 `git show 3cff909^:research/results/e155-second-run-fsync-write-volume-2026-09-19-stage2.out` 取回）。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/experiments/16-journal的角色WALvs意图日志.md:291	三条腿（提示与原文归档在 `research/prompts/`：`_e16-maintenance-background.md`、
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/milestone/02-second-txn.md:269	岔路单 `m2-s1-forks.md`。接手的人只读判决就够，三条腿的报告与材料已按归档规矩删掉，要看去 git 历史里找。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/kb/tooling.md:391	对不上即整轮作废。**归档时顺手核一遍**：
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	.claude/rules/path-moves.md:35	**留存产物分两类，别一把梭**：装置源码在树里、`replay.sh` 判 `exact` 的产物，跟着源码一起换名，换完复跑必须仍然逐字节相同——那是同一份源码重新生成，不是改证据；已归档、要虚机或真设备、别人的产物，一个字节都不许动，连同引它的正文整段留旧名，并登记进 `.claude/term-rename-exempt`。分不清两类时看一句话：**这份产物今天跑得出来吗**。跑不出来就不许改它，也不许改引它的那一行——改了那句「整行抄自产物」当场成假话，而门禁 88 号要到下一次跑才说。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-08-29-审计轮-外部引用复核与阻塞集.md:70	- **12 个与归档逐字节相同**（确定性计数模型本该如此）。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-08-29-审计轮-外部引用复核与阻塞集.md:80	7 个实验 `rc=127` 根本没跑起来，却被脚本报成「与归档有差异」——
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-08-29-组合对攻轮.md:354	- **13 个确定性实验各跑 N=5 轮**，轮间逐字节一致，且与归档逐字节一致。
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-09-16-subagent拆分提案.md:853	## 三十八、归档的射程越过「记录」碰到了「输入」，HEAD 因此两次编不过（2026-09-21）
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-09-16-subagent拆分提案.md:857	| # | 删掉 / 提交了什么 | 谁先喊 | 归档脚本当时说什么 |
F3	门禁 91 号与 research/scripts/archive-past-rounds.py 判红时给的出路句里不提示该用哪个基准跑 --apply，不给基准就默认按 HEAD 算；C450（归档删掉的 sync 记录还在役） 记着这两道基准不一致会把还在被 68 号要着的同步记录一起删掉，出路本身没有提示怎么避免。	出路那句话把该用的基准打出来（读 GATE_BASE 环境变量，没给就提示去读门禁那一行「diff 基准 <sha>」），并写明不给基准它会按 HEAD 算、把这一次提交要带的同步记录也当上一轮的删掉。；再进一步，--apply 在没给 GATE_BASE 时当场拒绝执行（退出码 2、一个文件都不删），不再只是出路里的一句提醒，自检里有「不给基准必须被拒绝且没删文件」那一条	records/2026-09-16-subagent拆分提案.md:878	⇒ **留存产物分两类**：装置源码在树里、`replay.sh` 判 `exact` 的跟着源码一起换名——同一份源码重新生成，不是改证据；已归档、要虚机或真设备、别人的产物一个字节不许动，连同引它的正文整段留旧名。分不清时问一句「这份产物今天跑得出来吗」。写进 `.claude/rules/path-moves.md` 与门禁 90 号的出路。
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:46	| C42 | 残留记录冒充合法前缀 | **恢复截断出前缀之后，上一条时间线留在环里的记录会被下一次恢复当作合法前缀重放**——它校验和完好、`jsn` 恰好等于 expected，I-8.3（重放前缀严格连续）、在飞记录数上限、`checkpoint_txg` 三条闸逐条核实都不触发。⚠️ **射程**：已实测的是 `slot = jsn % 槽数` 这一支（E32（上一条时间线的残留），N=5 轮字节一致）；现役 jbd2 把槽位与序号解耦因而免疫，而本仓从没定过槽位怎么映射 | 崩溃点重放里造一次「空洞 → 恢复 → 少量续写 → 再崩」的序列，重放结果里出现属于已丢弃时间线的记录即判红；判别力自证：把残留记录改成与新时间线同源（反向链一致），该检查必须变绿 | 事务层、journal 实现、崩溃点重放 harness（三样 2026-09-14 已有：`crates/singlefs-core`、门禁 54 号；2026-09-17 起层 0 能往基镜像种一条残留记录，只有正例（代码三方 `m2-wave1-code-r1` 攻过，判决第 14 行那一格没算打中）；反例要回退
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:47	| C43 | 被点名的产物还在不在没人判 | **kb 里点名的实验产物 / 变异表 / 源码路径可能已经不在盘上，而结论留在原地**——门禁只判「产物有没有被点名」，反向那一半没人判 | 扫 kb 里出现的 `research/results/*.out`、`research/mutations/*.tsv` 与 `research/e7-index-bench/src/bin/*.rs` 路径，逐个判存在性，缺一个判红；判别力自证：删掉任一被点名的产物，该检查必须变红。⚠️ **已还一半（2026-09-21 现查）**：门禁 40 号的第三道判「点名的产物，树里没有就必须在版本库历史里找得到」，它的射程逐字是「**这次改动**点名的 N 份产物」——新写或改写的点名行罩住了，**存量的点名行一行都没判过**；被点名的变异表（`research/mutations/*.tsv`）与实验源码路径也不在它的射程里，只判 `research/results/` 下的产物 | 仍欠的是全量那一半：要么让 40 号第三道另开一支扫全仓存量点名行（代价是每轮都要遍历 kb 全部引用），要么单
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:52	| C49 | 全称断言只在抽样点验过 | **一条写成全称的结论，其断言只在几个取值点上验过，而分岔点恰好不在抽样里。** 变异测试拦不住它——变异只证明「已写下的断言所覆盖的函数会红」，证不了「断言的量词写对了」 | 对形如「对所有 X，A 与 B 相同 / 不同」的断言，要求实验代码里有一条**扫遍 X 的定义域**的检查（或给出闭式证明），只在枚举点上取值的判红。判别力自证：把扫描范围缩回原来那几个抽样点，该检查必须变红。⚠️ **2026-09-21 立了登记位的入口，判据本身仍没做**：同日为 C48（多条校验路径共用同一个前提） 立的那节 `### 路径与结论登记`（门禁 99 号判形状）里，「怎么算」一栏要求结论写成全称的那几行写明 X 的取值是**扫遍定义域**还是**几个枚举点**、写枚举点的要给理由（`.claude/rules/format-evolution.md`「实验页的「路径与结论登记」」）。**这只是把量词摆到明处，没有判它对不对**：门禁不判「写了枚举点的那一行，它的结论是不是全称的」，那仍是语义判断。⚠️ **那个按「字面量数组上循环」扫的判据太宽
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:57	| C54 | 摊销结构没进稳态就取数 | **一个带缓冲的结构，缓冲总容量可以超过整个负载**，于是量到的是「把消息塞进缓冲的成本」而不是稳态写放大——账还没到期 | 判据要**跑之前就能算**：`总缓冲容量 ÷ 负载` 超过阈值（本工程取 25%）即判该档不可用，容量由几何直接算得。⚠️ **不许用事后的「残留净增」当判据**——2026-08-31 实测那个量主要是相位噪声不是净填充：父节点向全部孩子均匀分发 ⇒ 孩子们同步填满、同步下刷，一次快照抓到的是同一个相位，振幅约等于总缓冲容量（nleaf=8192、ε=0.9 上残留从 41,445 跳到 153,950，差 56% 的负载，而同一配置 ε=0.5 只差 1.2%） | 无前置，纯欠工 | 2026-08-31 实测：E56（消息缓冲的收益 vs ε） 在 nleaf=8192、ε≥0.9 上残留 **100%**——20 万条消息一条都没到过叶子，而总缓冲容量约 50 万条。不加这道闸时那几档给出 25–41 倍，是「没付的账」被算成了「省下的钱」。由反推腿指出，在大树上从局部问题变成全额 |
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:142	| C152 | 收窄后未发布号重发的扫描重建复核 | **2026-09-06 把 D6（快照实现模型） 判据 9 与 D8（核心索引结构） 已定项 6 的射程收窄成「已发布的标识单调不复用」，依据是「孤儿不在任何树里、扫描重建两道闸按写序择新」。而 D8（核心索引结构） 已定项 6 同一段的末尾写着「『未发布的等于没发生』只对常规挂载路径成立，**扫描重建看的是盘**」——两句挨得很近，方向看起来相反。**主 agent 判它们不是同一个命题**（那句管的是水位在一个代段里取最大值而不是后者胜），但这个判断本身没走三方，也没有实测。** | 造一个镜像：checkpoint N 发出 inode 号 M 与树 ID T、写出带它们的单元头、根没写成就崩；重挂后重发 M 与 T 并写出新对象；然后**只走扫描重建**（不读根）重建整个池。断言：重建结果里 M 与 T 各自只对应一个对象，且是新的那个。判别力自证：把单元头里的写序抹掉，重建必须由绿转红（写序是唯一区分孤儿与活版的字段）。2026-09-16 加一格（D8（核心索引结构） 已定项 6 收窄到 (inode 号, 对象出生
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:251	| C283 | 准入失败时不先推发布就报 ENOSPC | **D3（空间分配） 已定项 9（2026-09-11 用户定案）：`df` 报出 s 字节空闲，写 s 字节就必须成功；删掉 s 字节之后同样大小的写在有界步数内成功。今天没有任何条款、任何检查兑现它**：刚释放的块要等若干次发布之后才回可分配集合（D16（发布语义） 已定项 15 与 I-7.4（近 K 代块未被复用）），全仓没有一条写「准入不够时先把扣住的放回来，再判 ENOSPC」；空闲时按 D16（发布语义） 已定项 2 每 5 秒才发布一次。⚠️ **推发布兑不兑现得了，取决于 `df` 报什么**：推空时每次空发布自己释放的块也要等 N 次发布，剩余空间 < N × 空发布开销 + 保留池 + 一次写时推不出空间，E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次假性 ENOSPC——那是 E135（动态回退下界） 的 `df` 口径（扣住的块与保留池都算空闲）；`df` 先扣掉保留池与推空最坏残留 5 + (N − 2) × 空发布开销，那一带就成了真 ENOSPC——E138（按盘
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:335	| C380 | 环上有洞时释放代判不出唯一值 | 被施加的 journal 记录做的释放会写一个根槽从没写过的 txg（残留记录那条层 0 流的 txg 5），于是「释放代等于哪条根的 txg」没有唯一答案，checker 只能判 I-3.9（释放代落在停止引用它的那一格区间里） 那个区间；洞很长时区间会松到判不出错写的释放代 | 造一条环上连着几个 txg 没有根的历史，把释放代写成区间里另一个值，判据要能红——今天判不了；判别力自证：把区间收成单值，那 12 个合法状态必须由绿转红 | D16（发布语义） 已定项 1「生效」那一行与 I-3.1（已分配统计对得上） 口径那一族（里程碑二增补 2 收口表第 ② 行）一起判 | 2026-09-18 C374（释放代与树表诞生 txg 只有验收断言盯着） 的 checker 实现：主 agent 原措辞「释放代等于最早不再引用它的有效根的 txg」被残留记录那条流的 12 个合法状态证伪，改判区间 |
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:399	| C451 | 开新测试周期时旧镜像没人删 | **`crates/singlefs-harness/src/crash_injection.rs` 的 `SEED_BASE_DRAWN_FOR_THIS_TEST_CYCLE` 那段文档注释要求开新周期做三样（重抽这个数、删掉全部旧数据盘与虚拟盘镜像重建、`crates/mutations.tsv` 整表在新基上重验），而第二样今天一条检查都没有** ⇒ 换了周期而盘面还是上一个周期攒出来的，这一批判红与那批盘面绑在一起，谁也说不清是新基上的结果还是旧盘面的残留 | 开新周期那一刻（种子基常量变了）查一遍镜像目录与登记过的数据盘：非空就判红、列出还在的那些；判别力自证是换一个种子基、留一份旧镜像，必须红 | 无 | 2026-09-21 代码三方 `research/prompts/m2-supp3-item3-code-r2-main-verification.md` 第四节第 6 题（本地攻方两份样本在「有没有自动检查」这一格上都判没有） |
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:413	| C470 | 事实表标新立的行没有独立证据 | **候选表的漏召回**：`research/scripts/stale-candidates.py` 的 `build_candidates` 对旧事实以「新立：」开头的行无条件跳过（第 270–271 行），`--check-facts` 那道闸只拦得住两种冒充形态——检索词在基准那一版有命中，或新事实里出现「落地 / 实现 / 已有 / 跑完 / 还清 / 有了」任一个（第 317 行，词表在第 73 行）。⇒ 写表人给一件**真变了**的事实选一个基准那一版零命中的检索词、标「新立：」、新事实又避开那六个词，三件事全过闸，那件事实的旧说法**一行都进不了候选表**；而阶段同步只强制逐行全看候选表那 138 行，事实表那 21 行没有任何一道闸要求主 agent 重读。判别子（检索词选得好不好）是写表人自己选的，闸看不到。工具作者自己在文件头第 35–37 行逐字写着这一格「管不到」 | 标「新立：」的行要点名它新立的那个东西的唯一登记位（新欠账编号、新门禁阶段的文件路径、新实验号），`--check-facts` 核「那个登记位
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:416	| C474 | 上一趟门禁留下的残留让下一趟必然红 | `research/scripts/test-environment-check.py` 的 clean 对「名字里没有 pid、没有进程开着、但不到 10 分钟没改」的条目一律不删（怕删掉正在跑的活），而门禁 77 号的分界只放过「**本趟**开跑之后才出现的」（C448（门禁自己留下的镜像让干净检查必红） 那次还清的机制）。⇒ 上一趟门禁刚留下、还不满 10 分钟的残留，正好落在「这一趟清不掉」与「下一趟不放过」之间，下一趟门禁**必然**判它红，而它与真正的「上一轮没清干净」在输出里长得一模一样。2026-09-22 实测撞了一次，白跑一趟全量门禁；同一天人看得见的那一半已补（clean 的汇总行报出不碰几项、其中几项只是太新，并逐个点名），机器那一半还欠 | 门禁每趟把开跑时刻写进一个文件（77 号现在往上找祖先里那个 `gate.sh` 进程读启动时刻，那个数只活在一次运行里、下一趟读不到）：77 号的分界取本趟那一个，clean 读**上一趟**那一个来判「这是上一趟门禁留下的、可以删」；门禁开跑前的预检见到「太新、
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:438	| C448 | 门禁自己留下的镜像让干净检查必红 | 门禁 77 号往上找祖先里那个 `gate.sh` 进程、读它的启动时刻当分界（门禁没有导出开跑时刻的环境变量，而这一阶段排在最后，用「本阶段开跑时刻」当分界方向正好反了），`research/scripts/test-environment-check.py` 加 `--produced-after`：晚于分界才出现的临时条目单列成「这一次跑自己产生的」、逐条列名、不判红；早于分界的照旧判红（那才是「上一轮没清干净」）。单跑这一阶段时祖先里没有 `gate.sh`，算不出分界就不分界、照旧全判。判别力自证三样：造一早一晚两个残留，不给分界 2 项全红、给分界只红早的那 1 项；在一个假 `gate.sh` 底下跑，它启动之后才造的那项归新档而先前的 5 项照旧红；脚本自带的 113 条断言全过 | 2026-09-21 |
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/checks-owed.md:445	| C396 | 环境检查脚本没接进里程碑出口与收尾 | 门禁 77 号（跑完测试之后机器还干不干净）接上 `research/scripts/test-environment-check.py check`：读它汇总行里的「判红 N 类」，N 不是 0 就红、汇总行读不到也红，出路是它自己打印的 `clean` 计划；红绿样本在 `.claude/gate.d/fixtures/77-test-environment.sh/`（红样本只差「临时目录残留」那一类），由 89 号判；归属表登记给崩溃验证员与门禁分诊，跑完重阶段与提交前各跑一次。接上当天现查：`/tmp` 里 34 个当天跑测试留下的镜像被它判红、`clean --yes` 清掉之后 9 类全绿 | 2026-09-20 |
F4	research/scripts/test-environment-check.py 的 clean 汇总行只报「判红 N 类」与做了几步、没做成几步（C396（环境检查脚本没接进里程碑出口与收尾）），预演「没动任何东西」那一行不报不碰了几项、也不点名哪几项只是太新。	run_clean 汇总行（预演「没动任何东西」与清完「clean 汇总」两处）都会多报一句「不碰 N 项，其中 M 项只是太新（不到若干分钟没改）」，太新的那几项逐个点名文件名；自检新增两条断言钉住这两句都出现且点名到具体文件。	.claude/kb/decisions/04-校验和位置.md:54	- 新分配的单元没有旧内容可读：「走 RMW」在这一格是真的去读那个物理位置的残留（别人的死数据，无语义），还是把新分配单元的旧内容定义为全零、因而不发那次读（与 I-2.3（补齐字节为零且参与校验和） 同向），条款没有区分；它与 D14（双轨（大小文件 / 持久临时）） 已定项 3 把「首次写不必 RMW」算成收益怎么对齐，欠在 C385（首次写要不要读回，两条已定项说反话）。
