组	旧事实	新事实	载体	原文
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/layout/01-first-txn.md:179	| 单元头 | 写序（实例代号 4 + 事务号低 48 位），偏移 91 | 10 | (1, 1) | D18（块里携带什么信息） 已定项 7；C113（扫描重建时多版单元的现行版本判定无输入） 定案 P1；D23（journal 的角色与格式） 已定项 16 | 已定 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/layout/01-first-txn.md:180	| 单元头 | 载荷 CRC（只对码 1，偏移 101） | 4 | CRC32C，覆盖偏移 105 到 32767（含 29 字节预留位） | D18（块里携带什么信息） 已定项 7；C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 码 1 那一半 | 已定 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/layout/01-first-txn.md:361	| 实例表单元指针 | 86 | 指 50176 | D22（单元原子性怎么合成） 已定项 7；C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2 | 已定 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/layout/01-first-txn.md:367	| 实例表单元（第一片，mkfs 写出） | 码 3 打包记录类型 4，记录数 1（唯一一条是「无下一片」的链指针记录）；含预留位的头 136，记录区从 136 起 | 记录宽 88（2026-09-13 起，C304（实例表链指针记录装不下 83 宽的指针） 收口；2026-09-14 指针从 83 变 86 之后那 3 字节预留归零，记录宽仍 88，D18（块里携带什么信息） 已定项 11）；四元组 (0, 4, 0, 0)；写序 (0, 0) | D18（块里携带什么信息） 已定项 11 / 已定项 16；C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2；D23（journal 的角色与格式） 已定项 16 | 已定 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/milestone/01-first-txn.md:213	**会碰到的决策点**：C199（实例代号递增与 jsn 断号即止互相矛盾）；C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2 的回退行口径在第一个事务上是空的，要有一条测试证明它被跑到。2026-09-13 总审核新立并同日定案：D23（journal 的角色与格式） 已定项 15（崩在记录后根槽前恢复施加什么：由记录重建根）。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/kb/verification-build.md:67	| 恢复 | 先逐个验证全部根槽候选再择新，平局按实例代号（D22（单元原子性怎么合成）已定项 7）；全环扫描、不许先信 tail（D23（journal 的角色与格式）已定项 3）；前缀五条口径，缺一不可——jsn 严格连续、`(实例代号, checkpoint_txg)` 大于根的水位、提交标记齐全、施加前逐项验证点名单元、**所选根的实例在实例表里有回退行时该实例的记录只施加到回退行的 W 为止**（D23（journal 的角色与格式）已定项 14；第五条是 C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2，2026-09-05） 2026-09-13 起前缀还有第六条口径：一次发布整体施加或整体不施加（D16（发布语义） 已定项 4）。 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	.claude/rules/three-way-inference.md:79	| **kb 正文互引**：[verification-build.md](../kb/verification-build.md) 的「恢复」行复述 D23（journal 的角色与格式） 已定项 14 | 写「前缀**四条**口径」，而原文逐字是「前缀判定的完整口径从此是**五条，缺一不可**」，**并且原文就在同一句里明写「引用 I-8.3（重放前缀严格连续）时连这句一起引」** | 被删的第五条正是 C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2 加的「所选根的实例有回退行时只施加到 W 为止」——**少了它，一次落在旧根上的恢复会把被回退抛弃的时间线整段重放回来**。这条一直没人发现，是三方论证的两条腿各自去读原文时撞出来的 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-04-单元类登记表定案.md:37	立成最上游的一笔欠账 C113。同一轮还翻掉了「新增打包记录类型 compat_ro 为下限」（今天登记的两个类型都不满足它的限定，默认档改成 incompat），
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-04-单元类登记表定案.md:53	十一笔新欠账 C103–C113，最重的三笔：容器索引无落点（C103）、扫描路径上码 1 / 2 的载荷完整性无自包含证据（C104）、
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-04-单元类登记表定案.md:54	扫描重建时多版单元的现行版本判定无输入（C113）。五元组的分字段宽度（1 + 8 + 8 + 8 + 8）当日由用户定案。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-C113定案.md:1	# 2026-09-05：C113 定案——单元头带写序、实例表、扫描重建的现行版本判定规则、垃圾清扫准入
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-C113定案.md:3	这是 C113（扫描重建时多版单元的现行版本判定无输入）的建设记录：从「扫描重建时同一逻辑身份的多个物理版本里哪一版是现行的，判据住哪、规则是什么，全仓没写」到定案，六版提案、六轮三方论证、一个计数模型跑了五轮、一个算术实验为对立臂立项。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-C113定案.md:24	- 每个单元的类身份段加 10 字节写序 = (实例代号 4, 事务号低 48 位)。码 1 取写出它的事务；码 2 / 3 只在 checkpoint 的固定点写出，取那次 checkpoint 里已分配的最大事务号。数据单元头 91 → 105（另加 4 字节载荷 CRC，C104 的码 1 那一半），打包记录单元头 93 → 103。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-C113定案.md:33	D16 已定项 5 的丢失窗口口径改成「T_time + T_retry」（动了用户 2026-08-31 的定案，待用户复核）；D11 已定项 3 / 4 的重算源从「记账」改成机制；D5 已定项 4 加第 13 / 14 项；D23 已定项 14 记下崩溃原子性的单位是一个单元；D8 已定项 6 加重生规则；invariants.md 的 I-1.2 改写、新增四条、I-7.4 / I-6.2 随之改；C113 已还、C104 已还一半、C89 加第 ④ 笔，新立 C120–C122。E102 / E103 随头常量重生成。全部条目在 `decisions-history.md` 2026-09-05（其六）与 `experiments-history.md` 2026-09-05（其二、其三）。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-SOP剥离轮.md:7	⚠️ **同一天另有会话在同一个仓里并行工作**（C113 第七版、E104 / E105 是对方的）。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-SOP剥离轮.md:30	| 取样表加一行、稻草人节加一句 | 补既有节，不新立 | [C113定案](2026-09-05-C113定案.md)：三个取样点写成结论而同产物里有反例；判决引用臂 B 的数却没带它的定义 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-SOP剥离轮.md:31	| 会红那条同样管设计论证 | `show-me-test` 一句 | C113 定案六版提案的每一处结构改动都先在 E104（扫描重建的现行版本判定） 里做成必报非 0 的世界 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-SOP剥离轮.md:74	工作区里 E104 / E105、C113 第七版、`decisions/` 与 `invariants.md` 的改动都是对方的，没动。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-inode树定案.md:34	- **「唯一性由构造保证」要写射程**：末尾分裂堵住了同一次发布内的反例，可崩溃后 checkpoint 号会被重发，被抛弃那版与重试那版四段逐字相同。根记录为此配了实例代号，别的单元类都没有——这不是 inode 树独有的暴露，写成 C113 的必然实例比给容器单独加字段诚实。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-05-inode树定案.md:39	C113（现行版本判定）与六元组的两个候选（`locality_id`、出生快照维）按用户「顺序做」的次序排在后面；树表条目（D8 第 8 项）与 `deleted_inodes` 的形态（C118）是 inode 树落到第一个事务之前还要过的两道。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D1六条评审.md:48	反例不用假设：C113（扫描重建时多版单元的现行版本判定无输入） 定案的已发布谓词要**写序 + 实例表**两样，
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D1六条评审.md:58	扫描重建择版本用写序（C113（扫描重建时多版单元的现行版本判定无输入） 定案 P3）、已发布判定用实例表、快照读用 deadlist（D5（快照 / 空间记账机制））、
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D2项12三轮对抗.md:28	| 进不了纯**指针 / 索引** | 索引是派生态（D21），扫描重建那一刻它正是丢掉的东西；C113 定案 P3 明写候选要答重建路径 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D9项9三轮对抗.md:22	3. **C113 定案答的是「哪一版」，不是「在哪几个落点」。**
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D9项9三轮对抗.md:28	反推腿说 E104（扫描重建的现行版本判定）——C113 定案的那个承重实验——里那个看着在比落点的度量，在 `w ≥ 2` 的世界里恒真。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-D9项9三轮对抗.md:32	⇒ **被测方与真值方共用同一条只存在于模型里的「最小落点获胜」规则**，C113 定案 P3 一个字都没写它。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-06-树ID水位臂比较重做.md:32	这正是 C113（扫描重建时多版单元的现行版本判定无输入） 的名字与定案 P1 给三类身份段统一加 10 字节写序要解决的东西。
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-07-D18项14第一轮.md:19	| 丁 重建路径不解密，另找身份来源 | **出局**：扫描重建必须在认领那一刻按 C113（扫描重建时多版单元的现行版本判定无输入） 定案 P3 择版本，而择新键（码 1 取写序、码 3 取三元组）全在密文里 ⇒「先认领后补身份」跑不通 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-08-D26项5三轮对抗.md:24	搬迁复制的是同一份载荷。更硬的是辩方腿翻出 C113 定案当时的材料
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-13-总审核.md:47	| 16 | mkfs 写出的实例代号是几、第一次可写挂载取几：(甲) mkfs 写 0 并声明 0 是「尚无实例」、第一次挂载取 1；(乙) mkfs 写 1、第一次挂载按 C113（扫描重建时多版单元的现行版本判定无输入） 定案 P2 取 2 | 全程 1 | 是 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-13-总审核.md:185	| 28 | checks-owed.md | C104 / C113 住在未还表而第四列开头写「已还」，与已还清表用同一个词 | 未改；建议改成「决策已定、检查仍欠」 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-13-总审核.md:237	| 16 实例代号 | 甲 mkfs 写 0（声明 0 = 尚无实例）、第一次可写挂载取 1，字节表现值不动；乙 mkfs 写 1、第一次挂载取 2，全表改 2 | 甲少改一批字节；C113（扫描重建时多版单元的现行版本判定无输入） 的已发布谓词对写序 (0, 0) 的 mkfs 单元照样判「i < i_now 且无行 ⇒ 已发布」 | **甲** |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-16-总审核回扫核查.md:36	| 28 | C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据）、C113（扫描重建时多版单元的现行版本判定无输入） 第四列开头的「已还」改成「决策已定、检查仍欠」——它与已还清表用同一个词，检索时分不开 |
A8	C104（扫描路径上码 1 / 2 的载荷完整性无自包含证据） 与 C113（扫描重建时多版单元的现行版本判定无输入） 第四列	C104 与 C113 第四列词从「已还」改成「决策已定、检查仍欠」——与已还清表同一个词，检索时分不开	records/2026-09-16-总审核回扫核查.md:43	C113（扫描重建时多版单元的现行版本判定无输入） 定案第九版（`research/prompts/_c113-r9-final.md` 第 20 与 78 行）逐字把码 3 的键改成三元，
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:99	| C89 | 单元头收口的遗留重算 | C68（不变量白名单与已定条款打架）收口把单元头从 55 字节假设改成 91 字节初值，**三笔账没人跟着改**：① E58（校验和粒度的端到端代价）的读模型把 108 字节指针载荷整个加在 G 之外，而其中单元头 55 字节住单元内、本来就在 G 里——**重复计账**（2026-09-02 对抗轮独立发现，e58 源码注释逐字「单元头 55 + 指针头部 31 + 位置条目 22」而成本式全加），每单元额外应为 53 字节（⚠️ **源码早已改成 53，而留存产物一直是 108 那一版跑的**：2026-09-16 现查 `e58-csum-grain-repro-2026-08-31.out` 的 `meta_*` 六行仍写 `ptr_bytes=108`，当日重跑装出 `e58-csum-grain-repro-2026-09-16.out`（`ptr_bytes=53`、`meta_g32768 meta_ratio=0.001617` 与正文的 0.162% 对上），`replay.sh` 里 E58（校验和粒度的端到端代价） 那一
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:110	| C104 | 扫描路径上码 1 / 2 的载荷完整性无自包含证据 | 整单元校验和 / MAC 住父指针（D4（校验和位置）），扫描认领时没有父指针，头校验和只罩头（D18（块里携带什么信息） 已定项 7 逐字「头完整性唯一防线」）⇒ 数据单元与索引节点在扫描路径上载荷完整性无任何自包含证据，D18（块里携带什么信息） 已定项 5 级 1 / 级 2 的「校验和自洽」只到头为止；码 3 由类身份段里的载荷校验和补上，码 1 / 2 没有 | **决策已定、检查仍欠（2026-09-07 补齐码 2 那一半；码 1 那一半 2026-09-05 随 C113（扫描重建时多版单元的现行版本判定无输入） 定案）**：码 1 的类身份段加 4 字节载荷 CRC（头 105），副本归并判「载荷逐字节相同」时有据可查。**码 2 那一半 2026-09-07 还清**（用户定案，D18（块里携带什么信息） 已定项 12）：不走「把 CRC 挪进共同前缀一次关全部类」那条候选（那会让已有载荷校验和的码 3 白付 4 字节），改从码 2 自己那 6 字节无用途的事务号里取 4 字节做载荷 CRC，
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:119	| C113 | 扫描重建时多版单元的现行版本判定无输入 | 扫描重建同时找到同一逻辑身份的多个物理版本（数据 extent 被覆写、打包容器每次发布重写）时要判哪一版是哪个头的现行版本。D18（块里携带什么信息） 已定项 1 否掉了序号这条路，把能力归给 D3（空间分配） 已定项 1 的谓词；那个谓词的两半是分配记录 + deadlist，而分配记录是派生态（D21（权威态与派生态的分界） 已定项 5）、正是被重建的东西。三处对 E59（缓冲消息能不能只从单元重算） 乙臂的归因不一致：D18（块里携带什么信息） 已定项 1 归给谓词、D21（权威态与派生态的分界） 已定项 5 归给「记账」、D3（空间分配） 已定项 1 逐字说记账树答不了单个落点；E59（缓冲消息能不能只从单元重算） 源码里乙臂的「记账」是一个 `live: bool` 神谕，它自陈「给出的是答案的形状，不是答案」；D11（索引节点要不要留消息缓冲区） 已定项 3 的第一个重算源写「记账逐落点答得出活没活」，已定项 4 自陈欠的「两处正文要跟着改」未改，且它的组合「单元 + 记账 + 墓碑单元」E59（缓冲消息能不能
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:190	| C188 | 认领规则的正文与它的实验实现是两条 | **D18（块里携带什么信息） 已定项 11 与 C89（单元头收口的遗留重算） 第 ② 笔逐字「认领时按**声明长度**把整段载荷跳过去，载荷内部的探针不再参与认领」，而支撑它的 E88（冒名单元与孤儿单元的判别） 源码里 `声明长度` / `decl` 出现 0 次**——`e88_impostor_orphan.rs:35` 是 `PROBES_PER_UNIT = UNIT / STEP`，认领之后按**整单元**跳（`:156-160`）。⇒ 决策正文写的规则从来没有和它引以为据的实测对上过。按 `.claude/rules/mutation-sampling.md` 三分，E88（冒名单元与孤儿单元的判别） 对这两条规则是**取样点不敏感**：不是盲区也不是等价，欠一个能分辨它们的取样点 | 夹具补一个取样点：`声明长度 < 16280` 且在补齐区植一个合法头，两条规则必须给出不同的错分数；给不出就说明装置仍分不开它们。判别力自证：把跳过方式换回按声明长度，该取样点必须由绿转红 | 与 C89（单元头收口的遗留重算
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:192	| C193 | 加密开启时的单元头有多大，全仓没算过 | **D18（块里携带什么信息） 已定项 7 的字段表算出来的 105 字节（共同前缀 42 = 4 + 2 + 2 + 2 + 32，类身份段 63 = 33 + 8 + 8 + 10 + 4）**不含**同一节那句「v1 就预留 nonce 代号与 MAC 的字段位」里的两个位**——它们在表外，宽度一个都没定过。MAC 由 D9（加密） 已定项 2「满 128 位」定成 16 字节，nonce 代号是空白（D18（块里携带什么信息） 已定项 14 在定）。⇒ **加密开启时码 1 / 码 2 / 码 3 的头到底多宽，今天全仓答不出来**，而 E73（节点 key 区间的扇出代价） / E97（记账与分配记录的条目编码） / E98（inode 记录与 inode 树的几何） / E103（inode 打包路 ① 的更新代价） 四个实验都按不含预留位的那个数在算。这是 C89（单元头收口的遗留重算） 第 ④ 笔的射程被漏掉的一半 | 门禁比对：字段表算出的合计与该类头宽常量必须相等，且**预留位要在表里占行**（宽度未定就
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:223	| C238 | 位置条目从 11 变 14 之后「53」这个派生数没人回扫 | **D19（块指针的结构与宽度预算） 已定项 4（2026-09-03）把位置条目定成「设备 ID 4 字节、物理偏移 6 字节（16 KiB 槽号）、密文校验和 4 字节 ⇒ 位置条目 14 字节」，D22（单元原子性怎么合成） 已定项 7 当天把树表单元指针从 53 改成 59 并逐字注了那一次改动。而由「31 + 22 = 53」派生出来的数散在别处没跟着改。**最硬的两处是直接与已定条款分叉**：E73（节点 key 区间的扇出代价） 逐字「按 D22（单元原子性怎么合成） 已定项 7 的树表单元指针实宽 **53 字节**重算」、E74（分配记录的条目数与整理开销） 逐字「按 D22（单元原子性怎么合成） 已定项 7 的树表单元指针实宽 53 字节算」——**它们点名的那条分项今天写的是 59**，正是 C62（分项定案值在 kb 里分叉） 的形态。停在旧值的其余各处（2026-09-10 现查）：kb 侧 D21（权威态与派生态的分界）`:246-247`、D4（校验和位置）`:94` 与 `
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/checks-owed.md:323	| C351 | ε 0.65 的两项输入作废而数还留在正文里 | D11（索引节点要不要留消息缓冲区） 已定项 2 的 ε = 0.65、扇出 119、缓冲 665 条出自 pivot 48 与消息宽 16 的模型，而今天 pivot 是 105–117、消息宽 34–109，两个输入都不成立；已定项 7（2026-09-13）只写「第一版全树 ε = 0，等 E56（消息缓冲的收益 vs ε） 按今天的 pivot 与消息宽重跑之后再定」，**没有任何东西守那次重跑**——E56（消息缓冲的收益 vs ε） 不在 C89（单元头收口的遗留重算） 的重算清单里，而 D11（索引节点要不要留消息缓冲区） 正文那一节仍把 119 / 665 与那张倍数表当现行值陈述 | 门禁扫 D11（索引节点要不要留消息缓冲区） 正文，凡出现 0.65 / 119 / 665 的行，同一段内必须带「将来值」那句限定语并指到 E56（消息缓冲的收益 vs ε） 的重跑登记，缺即判红；判别力自证：删掉限定语，检查必须由绿转红 | E56（消息缓冲的收益 vs ε） 按今天的 pivot 与消息宽重跑 | 
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/decisions/04-校验和位置.md:95	（C89（单元头收口的遗留重算）点名的重复计账），修正后分子恒为父节点侧 53 字节（53 是 E58（校验和粒度的端到端代价） 跑时的口径：头部 31 + 位置条目 22；D19（块指针的结构与宽度预算） 已定项 4 / 7 / 8 之后父节点侧是 85，这个派生数的回扫记在 C238（位置条目从 11 变 14 之后「53」这个派生数没人回扫））。
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/decisions/18-块里携带什么信息.md:232	⚠️ **C89（单元头收口的遗留重算） 第 ④ 笔**：这三段合计仍是 10，已定项 12 本身不改头宽；2026-09-13 随自描述三段收口之后，码 2 的头是明文 86 + 2 × key 宽、含 29 字节预留位 115 + 2 × key 宽（已定项 18，2026-09-14 预留位加到 29），
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/decisions/18-块里携带什么信息.md:625	码 2 的完整偏移表见已定项 18，不在这里存第二份：明文头 86 + 2 × key 宽，含 29 字节预留位后 115 + 2 × key 宽（D8（核心索引结构） 已定项 11）；E145（码 2 自描述头与映射树 key 宽的代价）（2026-09-13）量到自描述头（key 宽 1 + 条目数 2 + 条目宽 2）每节点多 5 字节、扇出与树高一格不掉，今天的头逐宽试探解得出登记树、解不出没登记的树，用户当日定向「码 2 可以自描述」；E73（节点 key 区间的扇出代价） 那三档下界 58 / 67 / 76 是树 ID 与层级的宽度还随实现定时做的敏感性扫描；已定项 18 把树 ID 定成 8、层级定成 1 之后它塌成一个数——今天码 2 是明文头 86 + 2 × key 宽、含 29 字节预留位 115 + 2 × key 宽。E73（节点 key 区间的扇出代价） / E97（记账与分配记录的条目编码） / E98（inode 记录与 inode 树的几何） / E103（inode 打包路 ① 的更新代价） 按那三档算的数归 C89（单元头收口的遗留重算） 重算；
A9	C89（单元头收口的遗留重算） 的 E58 留存产物	C89（单元头收口的遗留重算） ① 记一笔：E58（校验和粒度的端到端代价） 留存产物已按指针载荷 53 重跑	.claude/kb/decisions/18-块里携带什么信息.md:672	欠账记在 C89（单元头收口的遗留重算）。
